0.00000000  0.00000000
0.00040000  0.23798477
0.00080000  0.44117117
0.00120000  0.59989669
0.00160000  0.70806858
0.00200000  0.76324073
0.00240000  0.76645812
0.00280000  0.72189795
0.00320000  0.63634688
0.00360000  0.51856057
0.00400000  0.37855511
0.00440000  0.22688002
0.00480000  0.07391946
0.00520000  -0.07073752
0.00560000  -0.19882426
0.00600000  -0.30379759
0.00640000  -0.38109811
0.00680000  -0.42826571
0.00720000  -0.44491524
0.00760000  -0.43258553
0.00800000  -0.39448199
0.00840000  -0.33513752
0.00880000  -0.26001972
0.00920000  -0.17511325
0.00960000  -0.08650539
0.01000000  -0.00000000
0.01040000  0.07921825
0.01080000  0.14685312
0.01120000  0.19968826
0.01160000  0.23569556
0.01200000  0.25406077
0.01240000  0.25513174
0.01280000  0.24029895
0.01320000  0.21182148
0.01360000  0.17261382
0.01400000  0.12601005
0.01440000  0.07552180
0.01480000  0.02460565
0.01520000  -0.02354647
0.01560000  -0.06618285
0.01600000  -0.10112543
0.01640000  -0.12685654
0.01680000  -0.14255727
0.01720000  -0.14809942
0.01760000  -0.14399521
0.01800000  -0.13131165
0.01840000  -0.11155759
0.01880000  -0.08655304
0.01920000  -0.05829014
0.01960000  -0.02879514
0.02000000  -0.00000000
0.02040000  0.02636946
0.02080000  0.04888316
0.02120000  0.06647045
0.02160000  0.07845624
0.02200000  0.08456948
0.02240000  0.08492598
0.02280000  0.07998857
0.02320000  0.07050924
0.02360000  0.05745815
0.02400000  0.04194510
0.02440000  0.02513902
0.02480000  0.00819051
0.02520000  -0.00783794
0.02560000  -0.02203036
0.02600000  -0.03366173
0.02640000  -0.04222687
0.02680000  -0.04745319
0.02720000  -0.04929801
0.02760000  -0.04793184
0.02800000  -0.04370985
0.02840000  -0.03713430
0.02880000  -0.02881101
0.02920000  -0.01940310
0.02960000  -0.00958507
0.03000000  -0.00000000
0.03040000  0.00877763
0.03080000  0.01627179
0.03120000  0.02212609
0.03160000  0.02611581
0.03200000  0.02815074
0.03240000  0.02826940
0.03280000  0.02662588
0.03320000  0.02347049
0.03360000  0.01912616
0.03400000  0.01396231
0.03440000  0.00836805
0.03480000  0.00272638
0.03520000  -0.00260902
0.03560000  -0.00733327
0.03600000  -0.01120502
0.03640000  -0.01405611
0.03680000  -0.01579580
0.03720000  -0.01640988
0.03760000  -0.01595512
0.03800000  -0.01454975
0.03840000  -0.01236093
0.03880000  -0.00959035
0.03920000  -0.00645873
0.03960000  -0.00319059
0.04000000  -0.00000000
