0.000000000000000000e+00 0.000000000000000000e+00
1.367761209090909147e-02 5.809167288183541000e-01
2.735522418181818294e-02 1.000000000000000000e+00
4.103283627272727441e-02 7.611474719391005950e-01
5.471044836363636588e-02 5.123167967044132132e-01
6.838806045454545735e-02 4.472508087439369118e-01
8.206567254545454881e-02 3.203409343331461434e-01
9.574328463636364028e-02 3.027751951724197421e-01
1.094208967272727318e-01 3.174306073486283797e-01
1.230985088181818232e-01 3.397775590595430439e-01
1.367761209090909147e-01 3.489242280276783625e-01
1.504537330000000062e-01 3.385302906628195885e-01
1.641313450909090976e-01 3.309427327347108094e-01
1.778089571818181891e-01 3.041263770580813763e-01
1.914865692727272806e-01 2.655649021309315350e-01
2.051641813636363720e-01 2.395800927776140510e-01
2.188417934545454635e-01 2.080864720985640681e-01
2.325194055454545550e-01 2.176488971989405663e-01
2.461970176363636464e-01 1.997713494537406431e-01
2.598746297272727102e-01 1.652634883012348288e-01
2.735522418181818294e-01 1.705644045314319013e-01
2.872298539090909486e-01 1.592350073543230549e-01
3.009074660000000123e-01 1.580916865053672016e-01
3.145850780909090760e-01 1.628728649967259301e-01
3.282626901818181953e-01 1.592350073543230549e-01
3.419403022727273145e-01 1.648477321689936492e-01
3.556179143636363782e-01 1.639122723567436046e-01
3.692955264545454419e-01 1.723313425493347151e-01
3.829731385454545611e-01 1.675501640579760421e-01
3.966507506363636804e-01 1.564286619764025388e-01
4.103283627272727441e-01 1.493607736694730903e-01
4.240059748181818078e-01 1.375117068711849411e-01
4.376835869090909270e-01 1.383432191356672725e-01
4.513611990000000462e-01 1.418771292303024623e-01
4.650388110909091099e-01 1.290926026197642962e-01
4.787164231818181737e-01 1.284689854508173079e-01
4.923940352727272929e-01 1.163080760092261162e-01
5.060716473636364121e-01 1.075771631733319772e-01
5.197492594545454203e-01 1.065377898721438232e-01
5.334268715454545395e-01 8.907596420035555906e-02
5.471044836363636588e-01 8.211205750002333048e-02
5.607820957272727780e-01 7.888992193103210038e-02
5.744597078181818972e-01 7.691508881759391569e-02
5.881373199090909054e-01 6.922358334171747896e-02
6.018149320000000246e-01 6.371480607481457004e-02
6.154925440909091439e-01 5.851783739238516219e-02
6.291701561818181521e-01 5.955721069357332309e-02
6.428477682727272713e-01 5.820599474908212667e-02
6.565253803636363905e-01 6.038872295805566143e-02
6.702029924545455097e-01 5.872569842909097781e-02
6.838806045454546290e-01 6.433842324376155830e-02
6.975582166363636372e-01 7.244568485187917461e-02
7.112358287272727564e-01 6.454631833929691531e-02
7.249134408181818756e-01 5.862175088132329931e-02
7.385910529090908838e-01 5.997296682581448879e-02
7.522686650000000030e-01 5.914145456133215739e-02
7.659462770909091223e-01 6.018086192134985274e-02
7.796238891818182415e-01 5.165784418099107073e-02
7.933015012727273607e-01 5.602326654010859192e-02
8.069791133636363689e-01 5.685481286342047857e-02
8.206567254545454881e-01 6.038872295805566143e-02
8.343343375454546074e-01 5.779023861684096097e-02
8.480119496363636156e-01 5.404843342667042111e-02
8.616895617272727348e-01 4.999481965202638711e-02
8.753671738181818540e-01 4.895541229200868483e-02
8.890447859090909732e-01 3.866542247491754070e-02
9.027223980000000925e-01 3.960088228716756448e-02
9.164000100909091007e-01 3.856147492714986913e-02
9.300776221818182199e-01 3.315664520801463871e-02
9.437552342727273391e-01 3.752210162596170823e-02
9.574328463636363473e-01 3.679450285041750007e-02
9.711104584545454665e-01 4.001663841940873018e-02
9.847880705454545858e-01 4.303087889286461021e-02
9.984656826363637050e-01 4.074420313612339695e-02
1.012143294727272824e+00 3.762601511489984535e-02
1.025820906818181832e+00 4.510965955407046646e-02
1.039498518909090841e+00 4.469390342182929382e-02
1.053176131000000071e+00 4.583722427078512629e-02
1.066853743090909079e+00 4.323873992957042584e-02
1.080531355181818309e+00 4.510965955407046646e-02
1.094208967272727318e+00 4.916327332871449352e-02
1.107886579363636326e+00 4.843570861199983368e-02
1.121564191454545556e+00 4.417419974182044962e-02
1.135241803545454564e+00 3.814571879490869649e-02
1.148919415636363794e+00 3.398815747249698399e-02
1.162597027727272803e+00 3.793785775820288086e-02
1.176274639818181811e+00 3.513147832145281646e-02
1.189952251909091041e+00 3.055816086679993479e-02
1.203629864000000049e+00 2.390602869211165202e-02
1.217307476090909057e+00 2.546513973213820545e-02
1.230985088181818288e+00 2.525724463660284844e-02
1.244662700272727296e+00 2.567300076884401414e-02
1.258340312363636304e+00 2.972664860231758951e-02
1.272017924454545534e+00 3.294875011247928170e-02
1.285695536545454543e+00 3.305269766024696715e-02
1.299373148636363773e+00 3.378026237696162698e-02
1.313050760727272781e+00 2.837543265782640003e-02
1.326728372818181789e+00 3.086996945127342892e-02
1.340405984909091019e+00 3.190937681129112774e-02
1.354083597000000028e+00 2.962270105454991448e-02
1.367761209090909258e+00 2.879118879006757267e-02
1.381438821181818266e+00 2.868724124229989764e-02
1.395116433272727274e+00 3.211723784799693643e-02
1.408794045363636505e+00 2.983056209125573011e-02
1.422471657454545513e+00 2.910299737454106334e-02
1.436149269545454521e+00 3.128572558351459809e-02
1.449826881636363751e+00 3.024635228232644413e-02
1.463504493727272759e+00 2.712816426110288559e-02
1.477182105818181768e+00 2.847938020559408201e-02
1.490859717909090998e+00 3.201329030022926486e-02
1.504537330000000006e+00 3.222118539576462187e-02
1.518214942090909236e+00 3.180542926352344923e-02
1.531892554181818245e+00 3.294875011247928170e-02
1.545570166272727253e+00 3.336450624472045434e-02
1.559247778363636483e+00 3.242904643247043750e-02
1.572925390454545491e+00 3.201329030022926486e-02
1.586603002545454721e+00 3.242904643247043750e-02
1.600280614636363730e+00 2.712816426110288559e-02
1.613958226727272738e+00 2.660846058109403792e-02
1.627635838818181968e+00 2.629665199662054378e-02
1.641313450909090976e+00 2.785572897781755236e-02
1.654991062999999984e+00 3.128572558351459809e-02
1.668668675090909215e+00 3.336450624472045434e-02
1.682346287181818223e+00 3.357240134025581135e-02
1.696023899272727231e+00 3.388420992472929855e-02
1.709701511363636461e+00 3.492361728474700083e-02
1.723379123454545470e+00 3.721025898265867271e-02
1.737056735545454700e+00 3.679450285041750007e-02
1.750734347636363708e+00 3.669058936147936295e-02
1.764411959727272716e+00 3.419601850920279962e-02
1.778089571818181946e+00 3.492361728474700083e-02
1.791767183909090955e+00 3.596299058593516174e-02
1.805444796000000185e+00 3.461177464144397226e-02
1.819122408090909193e+00 3.419601850920279962e-02
1.832800020181818201e+00 2.993450963902340514e-02
1.846477632272727432e+00 2.858329369453221566e-02
1.860155244363636440e+00 2.847938020559408201e-02
1.873832856454545448e+00 2.556905322107633563e-02
1.887510468545454678e+00 2.754392039334405823e-02
1.901188080636363686e+00 3.024635228232644413e-02
1.914865692727272695e+00 3.076602190350574695e-02
1.928543304818181925e+00 3.014240473455876215e-02
1.942220916909090933e+00 3.138967313128227660e-02
1.955898529000000163e+00 3.284480256471160320e-02
1.969576141090909172e+00 3.336450624472045434e-02
1.983253753181818180e+00 3.357240134025581135e-02
1.996931365272727410e+00 3.211723784799693643e-02
2.010608977363636640e+00 2.983056209125573011e-02
2.024286589454545648e+00 2.837543265782640003e-02
2.037964201545454657e+00 2.692026916556752858e-02
2.051641813636363665e+00 2.629665199662054378e-02
2.065319425727272673e+00 2.421787133541469100e-02
2.078997037818181681e+00 2.234695171091464691e-02
2.092674649909091134e+00 2.349027255987048285e-02
2.106352262000000142e+00 2.193119557867347774e-02
2.120029874090909150e+00 2.172330048313811726e-02
2.133707486181818158e+00 2.255481274762046254e-02
2.147385098272727166e+00 2.224300416314696840e-02
2.161062710363636619e+00 2.078787472971764180e-02
2.174740322454545627e+00 1.985241491746762149e-02
2.188417934545454635e+00 1.766968670849408674e-02
2.202095546636363643e+00 1.683817444401174493e-02
2.215773158727272651e+00 1.673422689624406642e-02
2.229450770818182104e+00 1.839725142520875004e-02
2.243128382909091112e+00 2.161938699419998361e-02
2.256805995000000120e+00 2.359422010763816135e-02
2.270483607090909128e+00 2.369816765540583986e-02
2.284161219181818137e+00 2.380211520317351837e-02
2.297838831272727589e+00 2.390602869211165202e-02
2.311516443363636597e+00 2.400997623987933052e-02
2.325194055454545605e+00 2.369816765540583986e-02
2.338871667545454613e+00 2.265876029538814104e-02
2.352549279636363622e+00 2.099573576642345743e-02
2.366226891727272630e+00 2.120363086195881097e-02
2.379904503818182082e+00 2.047603208641460629e-02
2.393582115909091090e+00 2.016422350194111562e-02
2.407259728000000099e+00 1.891695510521759771e-02
2.420937340090909107e+00 1.652633180070870941e-02
2.434614952181818115e+00 1.881300755744992267e-02
2.448292564272727567e+00 2.026817104970879413e-02
2.461970176363636575e+00 2.203514312644115625e-02
2.475647788454545584e+00 2.265876029538814104e-02
2.489325400545454592e+00 2.276270784315581955e-02
2.503003012636363600e+00 2.421787133541469100e-02
2.516680624727272608e+00 2.359422010763816135e-02
2.530358236818182061e+00 2.400997623987933052e-02
2.544035848909091069e+00 2.328241152316467069e-02
2.557713461000000077e+00 2.245089925868232542e-02
2.571391073090909085e+00 2.349027255987048285e-02
2.585068685181818093e+00 2.390602869211165202e-02
2.598746297272727546e+00 2.245089925868232542e-02
2.612423909363636554e+00 2.047603208641460629e-02
2.626101521454545562e+00 1.954057227416458598e-02
2.639779133545454570e+00 1.850119897297643201e-02
2.653456745636363578e+00 1.642241831177057576e-02
2.667134357727273031e+00 1.548695849952055371e-02
2.680811969818182039e+00 1.320028274277934045e-02
2.694489581909091047e+00 1.392788151832354861e-02
2.708167194000000055e+00 1.527906340398519497e-02
2.721844806090909064e+00 1.538301095175287347e-02
2.735522418181818516e+00 1.538301095175287347e-02
2.749200030272727524e+00 1.590271463176172462e-02
2.762877642363636532e+00 1.631847076400289726e-02
2.776555254454545540e+00 1.569481953622636761e-02
2.790232866545454549e+00 1.507120236727938108e-02
2.803910478636363557e+00 1.330423029054701896e-02
2.817588090727273009e+00 1.444755113950285143e-02
2.831265702818182017e+00 1.507120236727938108e-02
2.844943314909091026e+00 1.590271463176172462e-02
2.858620927000000034e+00 1.642241831177057576e-02
2.872298539090909042e+00 1.714998302848523559e-02
2.885976151181818494e+00 1.714998302848523559e-02
2.899653763272727502e+00 1.579876708399404611e-02
2.913331375363636511e+00 1.611057566846754024e-02
2.927008987454545519e+00 1.579876708399404611e-02
2.940686599545454527e+00 1.517514991504705958e-02
2.954364211636363535e+00 1.455149868727053167e-02
2.968041823727272988e+00 1.465544623503821017e-02
2.981719435818181996e+00 1.423969010279704100e-02
2.995397047909091004e+00 1.465544623503821017e-02
3.009074660000000012e+00 1.330423029054701896e-02
3.022752272090909020e+00 1.299242170607352656e-02
3.036429884181818473e+00 1.205696189382350451e-02
3.050107496272727481e+00 1.028998981709114240e-02
3.063785108363636489e+00 1.091364104486767031e-02
3.077462720454545497e+00 1.101755453380580570e-02
3.091140332545454505e+00 1.122544962934116271e-02
3.104817944636363958e+00 1.143331066604697833e-02
3.118495556727272966e+00 1.080969349709999180e-02
3.132173168818181974e+00 1.091364104486767031e-02
3.145850780909090982e+00 1.112150208157348420e-02
3.159528392999999991e+00 1.112150208157348420e-02
3.173206005090909443e+00 1.122544962934116271e-02
