1.076932620202911473e+01	-3.106630884398963843e+01
2.153865240405822945e+01	-3.231357719280589436e+01
3.230797860608734595e+01	-3.690308929437562568e+01
4.307730480811645890e+01	-2.797523810252568666e+01
5.384663101014557185e+01	-2.750846079418648316e+01
6.461595721217469190e+01	-3.472942938874237484e+01
7.538528341420379775e+01	-4.112264728585338958e+01
8.615460961623291780e+01	-2.665645927701867635e+01
9.692393581826203786e+01	-2.551016091558265941e+01
1.076932620202911437e+02	-3.135212320377029727e+01
1.184625882223202638e+02	-2.336811954390928392e+01
1.292319144243493838e+02	-2.257506266375003889e+01
1.400012406263784897e+02	-2.351131702048756011e+01
1.507705668284075955e+02	-1.638723402494525772e+01
1.615398930304367298e+02	-2.849483779557353103e+01
1.723092192324658356e+02	-2.386778759729887511e+00
1.830785454344949414e+02	-2.071407046645138195e+00
1.938478716365240757e+02	2.637091160005580193e+00
2.046171978385531816e+02	4.652950151229215403e-01
2.153865240405822874e+02	2.150245126189138745e+01
2.261558502426114217e+02	3.267938143796132522e+01
2.369251764446405275e+02	3.821970484966635695e+01
2.476945026466696334e+02	4.028443856030141035e+01
2.584638288486987676e+02	3.937652878629037190e+01
2.692331550507278735e+02	3.551952418089403807e+01
2.800024812527569793e+02	2.927433288309230619e+01
2.907718074547860851e+02	2.417972918390098869e+01
3.015411336568151910e+02	1.885365180542876473e+01
3.123104598588443537e+02	1.136292455552497671e+01
3.230797860608734595e+02	7.093976261068243971e+00
3.338491122629025654e+02	2.581242522767085212e+00
3.446184384649316712e+02	1.292132823517593732e+00
3.553877646669607770e+02	1.438950277064377815e-02
3.661570908689898829e+02	-4.151387381784209296e+00
3.769264170710189887e+02	4.530039344342208452e+00
3.876957432730481514e+02	4.675400483578871835e+00
3.984650694750772573e+02	2.687387584042151722e+00
4.092343956771063631e+02	1.328755331041568688e+01
4.200037218791354690e+02	1.658477075429199132e+01
4.307730480811645748e+02	1.850246078525145066e+01
4.415423742831936806e+02	2.461083498555914417e+01
4.523117004852228433e+02	2.452747988609453955e+01
4.630810266872519492e+02	3.074521403864521574e+01
4.738503528892810550e+02	4.007249908051468879e+01
4.846196790913101609e+02	4.395925078000958308e+01
4.953890052933392667e+02	4.418810973283991927e+01
5.061583314953683725e+02	4.100651624018112784e+01
5.169276576973975352e+02	3.360872798667789851e+01
5.276969838994266411e+02	1.870370603264338172e+01
5.384663101014557469e+02	1.299532735914260329e+01
5.492356363034848528e+02	-1.190481139205345207e-01
5.600049625055139586e+02	1.383207392225420440e+00
5.707742887075430644e+02	-1.145153457697590937e+01
5.815436149095721703e+02	-6.095242304181978987e+00
5.923129411116012761e+02	7.569771217186809231e-01
6.030822673136303820e+02	3.397712684470930888e+00
6.138515935156594878e+02	5.618250181588054559e+00
6.246209197176887074e+02	6.654874683984289163e+00
6.353902459197178132e+02	3.157103841709614667e+00
6.461595721217469190e+02	-1.754692703924664865e-01
6.569288983237760249e+02	1.933469593059521374e+00
6.676982245258051307e+02	6.928914770946978940e-01
6.784675507278342366e+02	-1.324840969980400196e+01
6.892368769298633424e+02	-3.024139801296436225e+00
7.000062031318924483e+02	-2.057975590073481520e+00
7.107755293339215541e+02	1.601013903455644538e+01
7.215448555359506599e+02	2.383558687747476768e+01
7.323141817379797658e+02	2.726362114328201613e+01
7.430835079400088716e+02	2.729004545435185136e+01
7.538528341420379775e+02	2.383993878177802728e+01
7.646221603440671970e+02	1.578620099942492061e+01
7.753914865460963028e+02	2.754500593309795242e+00
7.861608127481254087e+02	4.257055455159038715e+00
7.969301389501545145e+02	4.714851161977549054e-01
8.076994651521836204e+02	-1.112502063892185333e+01
8.184687913542127262e+02	1.120543174988515522e+00
8.292381175562418321e+02	-5.290925795966554546e-01
8.400074437582709379e+02	-6.465295350752011672e+00
8.507767699603000437e+02	-1.494892008522432469e+01
8.615460961623291496e+02	-1.067365363174677029e+01
8.723154223643582554e+02	-8.093501328509812964e+00
8.830847485663873613e+02	-5.769753021973187401e+00
8.938540747684164671e+02	1.634073815845996092e-01
9.046234009704456867e+02	6.100854660113206318e-01
9.153927271724747925e+02	-3.360816761275388309e+00
9.261620533745038983e+02	-1.029142234488036101e+00
9.369313795765330042e+02	3.140767029424780699e+00
9.477007057785621100e+02	-1.140488566314195457e-01
9.584700319805912159e+02	2.040821209127445357e+01
9.692393581826203217e+02	2.822320027074023585e+01
9.800086843846494276e+02	3.150339183926874398e+01
9.907780105866785334e+02	3.143320792558325394e+01
1.001547336788707639e+03	2.812974239757582851e+01
1.012316662990736745e+03	2.091064677006488637e+01
1.023085989192765851e+03	7.513484836152186652e+00
1.033855315394795070e+03	-1.314508497379246688e+00
1.044624641596824176e+03	-9.757526893740166685e+00
1.055393967798853282e+03	-4.722258899704523394e+00
1.066163294000882388e+03	-6.651657420396469789e+00
1.076932620202911494e+03	-5.135190472702112707e+00
1.087701946404940600e+03	-7.997813537439848020e+00
1.098471272606969706e+03	-1.237038009212853851e+01
1.109240598808998811e+03	-8.821018687009232195e+00
1.120009925011027917e+03	-2.527395991024932176e+00
1.130779251213057023e+03	3.233450315194689395e+00
1.141548577415086129e+03	6.261088211185713348e+00
1.152317903617115235e+03	7.013870765044098121e+00
1.163087229819144341e+03	5.773750123117355137e+00
1.173856556021173446e+03	2.571102085161713902e+00
