  0.00002268   -0.00106812
  0.00004535   -0.00109863
  0.00006803   -0.00091553
  0.00009070   -0.00085449
  0.00011338   -0.00061035
  0.00013605   -0.00021362
  0.00015873   -0.00021362
  0.00018141   -0.00042725
  0.00020408   -0.00088501
  0.00022676   -0.00015259
  0.00024943   -0.00027466
  0.00027211   -0.00195313
  0.00029478   -0.00253296
  0.00031746   -0.00198364
  0.00034014   -0.00228882
  0.00036281   -0.00308228
  0.00038549   -0.00198364
  0.00040816   -0.00253296
  0.00043084   -0.00268555
  0.00045351   -0.00228882
  0.00047619   -0.00302124
  0.00049887   -0.00402832
  0.00052154   -0.00387573
  0.00054422   -0.00265503
  0.00056689   -0.00119019
  0.00058957   -0.00015259
  0.00061224    0.00152588
  0.00063492    0.00396729
  0.00065760    0.00613403
  0.00068027    0.00711060
  0.00070295    0.00750732
  0.00072562    0.00680542
  0.00074830    0.00274658
  0.00077098   -0.00341797
  0.00079365   -0.00949097
  0.00081633   -0.01678467
  0.00083900   -0.02371216
  0.00086168   -0.02844238
  0.00088435   -0.03219604
  0.00090703   -0.03707886
  0.00092971   -0.03805542
  0.00095238   -0.03549194
  0.00097506   -0.03692627
  0.00099773   -0.03793335
  0.00102041   -0.04055786
  0.00104308   -0.04751587
  0.00106576   -0.06143188
  0.00108844   -0.07659912
  0.00111111   -0.07382202
  0.00113379   -0.06329346
  0.00115646   -0.05230713
  0.00117914   -0.02560425
  0.00120181    0.00750732
  0.00122449    0.03628540
  0.00124717    0.05990601
  0.00126984    0.07714844
  0.00129252    0.08041382
  0.00131519    0.08209229
  0.00133787    0.03463745
  0.00136054   -0.01464844
  0.00138322    0.00021362
  0.00140590   -0.00454712
  0.00142857   -0.01107788
  0.00145125   -0.00717163
  0.00147392   -0.00933838
  0.00149660    0.02838135
  0.00151927    0.05014038
  0.00154195    0.01690674
  0.00156463    0.02999878
  0.00158730    0.02301025
  0.00160998   -0.00848389
  0.00163265    0.03308105
  0.00165533    0.00155640
  0.00167800    0.03372192
  0.00170068    0.03277588
  0.00172336    0.05606079
  0.00174603    0.08499146
  0.00176871    0.08328247
  0.00179138    0.12551880
  0.00181406    0.15127563
  0.00183673    0.17193604
  0.00185941    0.13659668
  0.00188209    0.16027832
  0.00190476    0.18258667
  0.00192744    0.21401978
  0.00195011    0.26159668
  0.00197279    0.21609497
  0.00199546    0.23660278
  0.00201814    0.19549561
  0.00204082    0.14703369
  0.00206349    0.13391113
  0.00208617    0.06192017
  0.00210884    0.04626465
  0.00213152    0.03921509
  0.00215420   -0.01565552
  0.00217687   -0.08392334
  0.00219955   -0.05453491
  0.00222222   -0.04739380
  0.00224490   -0.03680420
  0.00226757   -0.05844116
  0.00229025   -0.09671021
  0.00231293   -0.13641357
  0.00233560   -0.09582520
  0.00235828   -0.10052490
  0.00238095   -0.13757324
  0.00240363   -0.09359741
  0.00242630   -0.08691406
  0.00244898   -0.07919312
  0.00247166   -0.07916260
  0.00249433   -0.13317871
  0.00251701   -0.12399292
