0.00000000  0.00000000
0.00040000  0.24868989
0.00080000  0.48175367
0.00120000  0.68454711
0.00160000  0.84432793
0.00200000  0.95105652
0.00240000  0.99802673
0.00280000  0.98228725
0.00320000  0.90482705
0.00360000  0.77051324
0.00400000  0.58778525
0.00440000  0.36812455
0.00480000  0.12533323
0.00520000  -0.12533323
0.00560000  -0.36812455
0.00600000  -0.58778525
0.00640000  -0.77051324
0.00680000  -0.90482705
0.00720000  -0.98228725
0.00760000  -0.99802673
0.00800000  -0.95105652
0.00840000  -0.84432793
0.00880000  -0.68454711
0.00920000  -0.48175367
0.00960000  -0.24868989
0.01000000  -0.00000000
0.01040000  0.24868989
0.01080000  0.48175367
0.01120000  0.68454711
0.01160000  0.84432793
0.01200000  0.95105652
0.01240000  0.99802673
0.01280000  0.98228725
0.01320000  0.90482705
0.01360000  0.77051324
0.01400000  0.58778525
0.01440000  0.36812455
0.01480000  0.12533323
0.01520000  -0.12533323
0.01560000  -0.36812455
0.01600000  -0.58778525
0.01640000  -0.77051324
0.01680000  -0.90482705
0.01720000  -0.98228725
0.01760000  -0.99802673
0.01800000  -0.95105652
0.01840000  -0.84432793
0.01880000  -0.68454711
0.01920000  -0.48175367
0.01960000  -0.24868989
0.02000000  -0.00000000
0.02040000  0.24868989
0.02080000  0.48175367
0.02120000  0.68454711
0.02160000  0.84432793
0.02200000  0.95105652
0.02240000  0.99802673
0.02280000  0.98228725
0.02320000  0.90482705
0.02360000  0.77051324
0.02400000  0.58778525
0.02440000  0.36812455
0.02480000  0.12533323
0.02520000  -0.12533323
0.02560000  -0.36812455
0.02600000  -0.58778525
0.02640000  -0.77051324
0.02680000  -0.90482705
0.02720000  -0.98228725
0.02760000  -0.99802673
0.02800000  -0.95105652
0.02840000  -0.84432793
0.02880000  -0.68454711
0.02920000  -0.48175367
0.02960000  -0.24868989
0.03000000  -0.00000000
0.03040000  0.24868989
0.03080000  0.48175367
0.03120000  0.68454711
0.03160000  0.84432793
0.03200000  0.95105652
0.03240000  0.99802673
0.03280000  0.98228725
0.03320000  0.90482705
0.03360000  0.77051324
0.03400000  0.58778525
0.03440000  0.36812455
0.03480000  0.12533323
0.03520000  -0.12533323
0.03560000  -0.36812455
0.03600000  -0.58778525
0.03640000  -0.77051324
0.03680000  -0.90482705
0.03720000  -0.98228725
0.03760000  -0.99802673
0.03800000  -0.95105652
0.03840000  -0.84432793
0.03880000  -0.68454711
0.03920000  -0.48175367
0.03960000  -0.24868989
0.04000000  -0.00000000
